formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C24H27N3OS	[M + H]+	C24H28N3OS+	Amino acids and Peptides	0,463	Tryptophan alkaloids	0,118	Pyridine alkaloids	0,057	Benzenoids	0,696							Benzenoids	0,696	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	406,197	52	0,859	692040964101433983	692039775213241411	3294	
2	C31H61N5O11	[M + H]+	C31H62N5O11+	Amino acids and Peptides	0,996	Oligopeptides	0,996	Cyclic peptides	0,976	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,952	Peptides	0,859	Oligopeptides	0,714	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	680,443	52	0,859	692040975191174533	692039947154567039	10288	
2	C11H25N7O3	[M + H]+	C11H26N7O3+	Amino acids and Peptides	0,193	Small peptides	0,416	Polyamines	0,368	Organic nitrogen compounds	1,000	Organonitrogen compounds	0,999	Guanidines	0,814			Guanidines	0,814	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	304,212	52	0,860	692040974763355370	692039721635194171	1301	
1	C20H37NO5	[M + H]+	C20H38NO5+	Fatty acids	0,990	Fatty amides	0,927	N-acyl amines	0,652	Lipids and lipid-like molecules	0,961	Fatty Acyls	0,961	Fatty amides	0,925	N-acyl amines	0,911	N-acyl amines	0,911	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	372,275	52	0,862	692040976369774079	692039758020786599	2611	
1	C14H30N2O5	[M + H]+	C14H31N2O5+	Amino acids and Peptides	0,451	Small peptides	0,601	N-acyl amines	0,248	Organic acids and derivatives	0,950	Carboxylic acids and derivatives	0,939	Amino acids, peptides, and analogues	0,815	Amino acids and derivatives	0,811	Alpha amino acids and derivatives	0,539	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	307,223	52	0,865	692040976512380446	692039723468105247	1358	
1	C23H45N5O7	[M + H]+	C23H46N5O7+	Amino acids and Peptides	0,829	Oligopeptides	0,875	Cyclic peptides	0,660	Organic acids and derivatives	0,992	Carboxylic acids and derivatives	0,974	Amino acids, peptides, and analogues	0,780	Amino acids and derivatives	0,755	Alpha amino acids and derivatives	0,666	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	504,338	52	0,866	692040973895134377	692039835804166299	5668	
1	C12H19F3O9	[M + H]+	C12H20F3O9+	Terpenoids	0,242	Monoterpenoids	0,411	Secoiridoid monoterpenoids	0,099	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,972	Monosaccharides	0,888	Hexoses	0,750	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Hexoses; Organofluorides; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	365,106	52	0,867	692040983877578643	692039753927145271	2454	
1	C14H32N2O5	[M + H]+	C14H33N2O5+	Fatty acids	0,814	Fatty amides	0,603	N-acyl amines	0,804	Lipids and lipid-like molecules	0,539							Lipids and lipid-like molecules	0,539	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	309,238	52	0,874	692040995499995653	692039724227274355	1379	
1	C20H42O10	[M + H]+	C20H43O10+	Fatty acids	0,982	Glycerolipids	0,794	Fatty alcohols	0,714	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Ethers	0,988	Dialkyl ethers	0,988	Polyethylene glycols	0,926	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	443,285	52	0,875	692041022431635796	692039797136871975	4197	
1	C13H10N2O	[M + H]+	C13H11N2O+	Alkaloids	0,996	Anthranilic acid alkaloids	0,999	Phenazine alkaloids	1,000	Organoheterocyclic compounds	1,000	Diazanaphthalenes	0,997	Benzodiazines	0,998	Quinoxalines	0,999	Phenazines and derivatives	0,879	Organic compounds; Organoheterocyclic compounds; Pyrazines; Lactams; Organonitrogen compounds; Organooxygen compounds; Phenazines and derivatives; Quinoxalines; Diazines; Benzenoids; Pyrazinium compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	211,087	53	0,879	692041000814179153	692039679046226375	52	
1	C10H19N4O5P	[M + H]+	C10H20N4O5P+	Amino acids and Peptides	0,410	Small peptides	0,466	Aminoacids	0,124	Organic acids and derivatives	0,992	Carboxylic acids and derivatives	0,668	Amino acids, peptides, and analogues	0,672	Amino acids and derivatives	0,671	Alpha amino acids and derivatives	0,584	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Monocarboxylic acids and derivatives; Organic phosphoramides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	307,117	53	0,881	692041025669639020	692039723384219155	1355	
2	C20H43NO11	[M + H]+	C20H44NO11+	Fatty acids	0,881	Polyols	0,216	N-acyl amines	0,180	Organic nitrogen compounds	0,996	Organonitrogen compounds	0,992	Amines	0,880	Alkanolamines	0,579	1,2-aminoalcohols	0,594	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	474,291	53	0,881	692041027804540066	692039817596690055	5006	
1	C10H19NO5	[M + H]+	C10H20NO5+	Fatty acids	0,495	Small peptides	0,499	Aminoacids	0,352	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,997	Amino acids, peptides, and analogues	0,941	Amino acids and derivatives	0,940	Alpha amino acid esters	0,550	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	234,134	53	0,881	692041027980700862	692039687044764855	240	
6	C27H22O6	[M + H]+	C27H23O6+	Shikimates and Phenylpropanoids	0,988	Flavonoids	0,702	Flavones	0,568	Organoheterocyclic compounds	0,693	Benzopyrans	0,792	1-benzopyrans	0,795	Chromones	0,781	Chromones	0,781	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	443,148	53	0,884	692041040202903071	692039796948128263	4189	
1	C9H20O5	[M + H]+	C9H21O5+	Fatty acids	0,943	Fatty acyls	0,624	Fatty alcohols	0,283	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Ethers	0,998	Dialkyl ethers	0,998	Polyethylene glycols	0,540	Organic compounds; Ethers; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	209,138	53	0,884	692041041259868408	692039678219948419	35	
1	C14H12N2O2	[M + H]+	C14H13N2O2+	Alkaloids	0,997	Tryptophan alkaloids	0,788	Carboline alkaloids	0,392	Organoheterocyclic compounds	0,993	Indoles and derivatives	0,544	Indoles	0,561			Indoles	0,561	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenoids; Indoles; Methyl esters; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	241,097	53	0,884	692041043810005949	692039689473267147	309	
1	C17H14N2O	[M + H]+	C17H15N2O+	Alkaloids	0,992	Tryptophan alkaloids	0,965	Simple indole alkaloids	0,927	Organoheterocyclic compounds	0,999	Indoles and derivatives	0,986	Indoles	0,979	3-alkylindoles	0,821	3-alkylindoles	0,821	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263,118	53	0,886	692041045781330253	692039701200542467	647	
2	C17H36O7	[M + H]+	C17H37O7+	Fatty acids	0,984	Fatty acyls	0,895	Fatty alcohols	0,806	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Alcohols and polyols	0,976	Secondary alcohols	0,686	Secondary alcohols	0,686	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	353,254	53	0,886	692041046070737329	692039749091111983	2259	
1	C16H27N5O6S	[M + H]+	C16H28N5O6S+	Amino acids and Peptides	0,924	Small peptides	0,292	Pyrimidine nucleosides	0,128	Organic acids and derivatives	0,981	Carboxylic acids and derivatives	0,939	Amino acids, peptides, and analogues	0,916	Amino acids and derivatives	0,913	N-acyl-alpha amino acids and derivatives	0,674	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	418,176	53	0,888	692041051137464862	692039782444222651	3583	
1	C24H25NO4S2	[M + H]+	C24H26NO4S2+	Amino acids and Peptides	0,590	Small peptides	0,057	Chalcones	0,037	Benzenoids	0,988	Benzene and substituted derivatives	0,851	Benzenesulfonyl compounds	0,501			Benzenesulfonyl compounds	0,501	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	456,132	53	0,888	692041051305237041	692039805168965415	4522	
1	C17H29N5O2	[M + H]+	C17H30N5O2+	Alkaloids	0,907	Pseudoalkaloids (transamidation)	0,473	Purine alkaloids	0,168	Organoheterocyclic compounds	0,996	Imidolactams	0,538					Imidolactams	0,538	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Amines; Primary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336,239	54	0,893	692041060608210518	692039740299849411	1911	
1	C18H25NO2	[M + H]+	C18H26NO2+	Alkaloids	0,960	Pseudoalkaloids (transamidation)	0,884	Phenylalanine-derived alkaloids	0,769	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,815	Aralkylamines	0,769	Aralkylamines	0,769	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Benzene and substituted derivatives; Benzenoids; Amines; Alkanolamines; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288,196	54	0,893	692041060708873861	692039713208836427	1049	
1	C13H23NO2	[M + H]+	C13H24NO2+	Amino acids and Peptides	0,645	Small peptides	0,829	Aminoacids	0,867	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,994	Amino acids and derivatives	0,994	Alpha amino acids	0,942	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	226,180	54	0,895	692041046087514554	692039684586902447	174	
